region,brand,collection,price,cost,quantity_sold,sales_revenue,total_cost,gross_profit,year_quarter,year
Northwest,Jeffrey Alexander,Katharine,22.33,13.79,910,20320.3,12548.9,7771.4,2016-Q2,2016
East coast,Jeffrey Alexander,Backplates,5.09,3.3,996,5069.64,3286.8,1782.84,2016-Q2,2016
International,Jeffrey Alexander,Ella,8.38,4.96,328,2748.64,1626.88,1121.76,2016-Q2,2016
Midwest,Jeffrey Alexander,Lille,126,76.38,312,39312,23830.56,15481.44,2016-Q2,2016
Midwest,Elements,Geneva,4.55,2.74,973,4427.15,2666.02,1761.13,2016-Q2,2016
Northeast,Jeffrey Alexander,Sutton,12.27,6.86,78,957.06,535.08,421.98,2016-Q2,2016
East coast,Elements,Kenner,3.73,2.5,561,2092.53,1402.5,690.03,2016-Q2,2016
West,Jeffrey Alexander,Hudson,8.71,4.87,787,6854.77,3832.69,3022.08,2016-Q2,2016
Midwest,Elements,Gatsby,2.28,1.57,1294,2950.32,2031.58,918.74,2016-Q2,2016
Northwest,Elements,Stanton,11.73,7.34,491,5759.43,3603.94,2155.49,2016-Q2,2016
International,Elements,Slade,5.68,3.54,283,1607.44,1001.82,605.62,2016-Q2,2016
West,Elements,Lindos,3.83,2.47,391,1497.53,965.77,531.76,2016-Q2,2016
Midwest,Jeffrey Alexander,Breighton,7.81,4.69,306,2389.86,1435.14,954.72,2016-Q2,2016
West,Jeffrey Alexander,Marlo,13.99,7.97,187,2616.13,1490.39,1125.74,2016-Q2,2016
Northwest,Jeffrey Alexander,Escutcheons,1.78,0.99,323,574.94,319.77,255.17,2016-Q2,2016
Central,Elements,Naples,19.19,13.07,241,4624.79,3149.87,1474.92,2016-Q2,2016
Central,Elements,Tempo,1.25,0.77,867,1083.75,667.59,416.16,2016-Q2,2016
Northeast,Jeffrey Alexander,Duval,11.65,7.57,803,9354.95,6078.71,3276.24,2016-Q2,2016
East coast,Jeffrey Alexander,Marlo,57.99,33.44,668,38737.32,22337.92,16399.4,2016-Q2,2016
West,Jeffrey Alexander,Lexa,21.05,11.94,20,421,238.8,182.2,2016-Q2,2016
Central,Elements,Edgefield,17.85,11.5,178,3177.3,2047,1130.3,2016-Q2,2016
Central,Elements,Strickland,6.89,4.28,144,992.16,616.32,375.84,2016-Q2,2016
Northeast,Elements,Hadly,7.27,4.54,837,6084.99,3799.98,2285.01,2016-Q2,2016
Northwest,Elements,Cosgrove,8.48,5.38,77,652.96,414.26,238.7,2016-Q2,2016
West,Jeffrey Alexander,Zane,17.15,10.39,169,2898.35,1755.91,1142.44,2016-Q2,2016
Central,Elements,Florence,5.21,3.32,391,2037.11,1298.12,738.99,2016-Q2,2016
Central,Jeffrey Alexander,Chesapeake,6.2,3.74,293,1816.6,1095.82,720.78,2016-Q2,2016
Central,Elements,Zachary,5.79,3.93,490,2837.1,1925.7,911.4,2016-Q2,2016
East coast,Jeffrey Alexander,Rae,21.05,13.3,742,15619.1,9868.6,5750.5,2016-Q2,2016
Central,Elements,Gatsby,2.67,1.86,626,1671.42,1164.36,507.06,2016-Q2,2016
Midwest,Jeffrey Alexander,Tahoe,17.95,10.16,1421,25506.95,14437.36,11069.59,2016-Q2,2016
Northeast,Jeffrey Alexander,Bremen,10.71,5.91,427,4573.17,2523.57,2049.6,2016-Q2,2016
Central,Elements,Drake,5.09,3.35,145,738.05,485.75,252.3,2016-Q2,2016
South,Jeffrey Alexander,Durham,126,70.98,828,104328,58771.44,45556.56,2016-Q2,2016
Central,Elements,Zachary,4.15,2.6,962,3992.3,2501.2,1491.1,2016-Q2,2016
Central,Elements,Hadly,4.41,2.83,65,286.65,183.95,102.7,2016-Q2,2016
Northwest,Jeffrey Alexander,Backplates,5.09,3.2,719,3659.71,2300.8,1358.91,2016-Q2,2016
Northeast,Elements,Gatsby,2.67,1.65,105,280.35,173.25,107.1,2016-Q2,2016
West,Jeffrey Alexander,Bella,11.39,6.81,337,3838.43,2294.97,1543.46,2016-Q2,2016
West,Jeffrey Alexander,Bella,11.39,7.15,679,7733.81,4854.85,2878.96,2016-Q2,2016
Northwest,Jeffrey Alexander,Milan,126,70.01,178,22428,12461.78,9966.22,2016-Q2,2016
South,Jeffrey Alexander,Lafayette,10.35,6.69,606,6272.1,4054.14,2217.96,2016-Q2,2016
East coast,Elements,Torino,2.67,1.62,856,2285.52,1386.72,898.8,2016-Q2,2016
Central,Elements,Zachary,8.32,5.58,643,5349.76,3587.94,1761.82,2016-Q2,2016
West,Jeffrey Alexander,Regan,6.35,3.54,554,3517.9,1961.16,1556.74,2016-Q2,2016
South,Elements,Somerset,4.49,2.94,801,3596.49,2354.94,1241.55,2016-Q2,2016
Central,Elements,Brenton,6.2,4.05,938,5815.6,3798.9,2016.7,2016-Q2,2016
Central,Elements,Slade,6.58,4.41,791,5204.78,3488.31,1716.47,2016-Q2,2016
South,Jeffrey Alexander,Katharine,9.89,5.56,157,1552.73,872.92,679.81,2016-Q2,2016
East coast,Elements,Cosgrove,3.58,2.15,607,2173.06,1305.05,868.01,2016-Q2,2016
West,Jeffrey Alexander,Annadale,9.68,5.6,97,938.96,543.2,395.76,2016-Q2,2016
South,Jeffrey Alexander,Prestige,17.68,11.28,13,229.84,146.64,83.2,2016-Q2,2016
Central,Elements,Merryville,3.43,2.22,230,788.9,510.6,278.3,2016-Q2,2016
West,Jeffrey Alexander,Harlow,14.99,8.98,236,3537.64,2119.28,1418.36,2016-Q2,2016
West,Jeffrey Alexander,Hudson,8.71,5.13,717,6245.07,3678.21,2566.86,2016-Q2,2016
West,Jeffrey Alexander,Marlo,8.05,5.06,384,3091.2,1943.04,1148.16,2016-Q2,2016
East coast,Jeffrey Alexander,Callie,15.79,9.58,465,7342.35,4454.7,2887.65,2016-Q2,2016
West,Jeffrey Alexander,Rae,6.58,4.04,871,5731.18,3518.84,2212.34,2016-Q2,2016
Midwest,Jeffrey Alexander,Belcastel,126,72.55,420,52920,30471,22449,2016-Q2,2016
West,Elements,Florence,5.21,3.25,803,4183.63,2609.75,1573.88,2016-Q2,2016
Central,Elements,Edgefield,9.35,6.16,996,9312.6,6135.36,3177.24,2016-Q2,2016
West,Jeffrey Alexander,Tahoe,13.83,8.73,573,7924.59,5002.29,2922.3,2016-Q2,2016
Northwest,Jeffrey Alexander,Mirada,16.19,8.99,601,9730.19,5402.99,4327.2,2016-Q2,2016
Northwest,Jeffrey Alexander,Durham,14.05,8.54,997,14007.85,8514.38,5493.47,2016-Q2,2016
Central,Elements,Merryville,3.43,2.22,569,1951.67,1263.18,688.49,2016-Q2,2016
Central,Elements,Geneva,5.2,3.23,385,2002,1243.55,758.45,2016-Q2,2016
West,Jeffrey Alexander,Bremen,15.99,9.14,18,287.82,164.52,123.3,2016-Q2,2016
Central,Elements,Seaver,6.49,3.94,228,1479.72,898.32,581.4,2016-Q2,2016
West,Elements,Cypress,3.58,2.5,626,2241.08,1565,676.08,2016-Q2,2016
West,Jeffrey Alexander,Ella,14.39,8.54,272,3914.08,2322.88,1591.2,2016-Q2,2016
South,Elements,Cypress,3.58,2.5,729,2609.82,1822.5,787.32,2016-Q2,2016
Midwest,Elements,Merryville,3.83,2.37,632,2420.56,1497.84,922.72,2016-Q2,2016
Central,Elements,Lindos,4.87,3.1,622,3029.14,1928.2,1100.94,2016-Q2,2016
East coast,Jeffrey Alexander,Cordova,12.27,7.19,48,588.96,345.12,243.84,2016-Q2,2016
West,Jeffrey Alexander,Ella,14.39,8.54,797,11468.83,6806.38,4662.45,2016-Q2,2016
South,Elements,Merryville,3.83,2.38,548,2098.84,1304.24,794.6,2016-Q2,2016
Central,Elements,Madison,3.45,2.24,924,3187.8,2069.76,1118.04,2016-Q2,2016
East coast,Jeffrey Alexander,Rae,24.5,13.73,766,18767,10517.18,8249.82,2016-Q2,2016
East coast,Elements,Brenton,4.15,2.69,941,3905.15,2531.29,1373.86,2016-Q2,2016
Midwest,Jeffrey Alexander,Chesapeake,8.45,5.25,1210,10224.5,6352.5,3872,2016-Q2,2016
Northwest,Elements,Hadly,4.41,2.83,758,3342.78,2145.14,1197.64,2016-Q2,2016
West,Elements,Asher,6.35,4.24,363,2305.05,1539.12,765.93,2016-Q2,2016
South,Jeffrey Alexander,Rae,9.89,6.32,474,4687.86,2995.68,1692.18,2016-Q2,2016
East coast,Jeffrey Alexander,Delgado,37.25,22.95,551,20524.75,12645.45,7879.3,2016-Q2,2016
Midwest,Elements,Drake,5.09,3.54,1316,6698.44,4658.64,2039.8,2016-Q2,2016
Central,Elements,Verona,5.68,3.88,202,1147.36,783.76,363.6,2016-Q2,2016
West,Jeffrey Alexander,Belcastel,8.93,4.94,985,8796.05,4865.9,3930.15,2016-Q2,2016
Midwest,Jeffrey Alexander,Durham,5.25,3.13,1389,7292.25,4347.57,2944.68,2016-Q2,2016
South,Jeffrey Alexander,Lexa,24.85,15.72,709,17618.65,11145.48,6473.17,2016-Q2,2016
Northwest,Jeffrey Alexander,Anwick,8.89,5.3,19,168.91,100.7,68.21,2016-Q2,2016
South,Jeffrey Alexander,Duval,16.11,10.09,540,8699.4,5448.6,3250.8,2016-Q2,2016
South,Elements,Strickland,8.05,5.2,584,4701.2,3036.8,1664.4,2016-Q2,2016
West,Jeffrey Alexander,Prestige,167.5,99.28,402,67335,39910.56,27424.44,2016-Q2,2016
Midwest,Jeffrey Alexander,Rae,8.05,4.96,1448,11656.4,7182.08,4474.32,2016-Q2,2016
West,Jeffrey Alexander,Durham,6.58,3.85,120,789.6,462,327.6,2016-Q2,2016
Northeast,Jeffrey Alexander,Alvar,7.17,4.18,844,6051.48,3527.92,2523.56,2016-Q2,2016
Midwest,Jeffrey Alexander,Ella,17.68,10.44,436,7708.48,4551.84,3156.64,2016-Q2,2016
Midwest,Elements,Edgefield,6.65,4.4,21,139.65,92.4,47.25,2016-Q2,2016
East coast,Jeffrey Alexander,Lyon,8.29,4.89,879,7286.91,4298.31,2988.6,2016-Q2,2016
West,Jeffrey Alexander,Breighton,23.29,13.77,641,14928.89,8826.57,6102.32,2016-Q2,2016
West,Jeffrey Alexander,Bremen,7.13,4.43,1000,7130,4430,2700,2016-Q2,2016
West,Jeffrey Alexander,Hayworth,13.83,8.89,366,5061.78,3253.74,1808.04,2016-Q2,2016
Northeast,Jeffrey Alexander,Lille,126,76.38,857,107982,65457.66,42524.34,2016-Q2,2016
Northwest,Elements,Asher,6.95,4.62,831,5775.45,3839.22,1936.23,2016-Q2,2016
Central,Elements,Florence,6.83,4.75,800,5464,3800,1664,2016-Q2,2016
Midwest,Jeffrey Alexander,Leyton,13.99,7.72,395,5526.05,3049.4,2476.65,2016-Q2,2016
South,Elements,Calloway,6.95,4.86,684,4753.8,3324.24,1429.56,2016-Q2,2016
West,Jeffrey Alexander,Callie,13.2,7.44,340,4488,2529.6,1958.4,2016-Q2,2016
Northeast,Jeffrey Alexander,Glenmore,126,76.47,566,71316,43282.02,28033.98,2016-Q2,2016
South,Jeffrey Alexander,Katharine,13.68,8.63,809,11067.12,6981.67,4085.45,2016-Q2,2016
South,Elements,Calloway,7.25,4.51,782,5669.5,3526.82,2142.68,2016-Q2,2016
Central,Elements,Calloway,6.95,4.31,589,4093.55,2538.59,1554.96,2016-Q2,2016
Central,Jeffrey Alexander,Prestige,24.5,14.64,771,18889.5,11287.44,7602.06,2016-Q2,2016
International,Jeffrey Alexander,Lille,12.05,7.3,524,6314.2,3825.2,2489,2016-Q2,2016
Northwest,Jeffrey Alexander,Belcastel,7.13,4.18,86,613.18,359.48,253.7,2016-Q2,2016
Central,Elements,Stanton,8.56,5.56,962,8234.72,5348.72,2886,2016-Q2,2016
West,Jeffrey Alexander,Bremen,8.93,5.31,659,5884.87,3499.29,2385.58,2016-Q2,2016
Central,Elements,Kenner,5.39,3.34,513,2765.07,1713.42,1051.65,2016-Q2,2016
Northeast,Jeffrey Alexander,Prestige,14.14,9.08,962,13602.68,8734.96,4867.72,2016-Q2,2016
East coast,Jeffrey Alexander,Rae,10.35,6.01,947,9801.45,5691.47,4109.98,2016-Q2,2016
Northeast,Elements,Tempo,1.25,0.77,951,1188.75,732.27,456.48,2016-Q2,2016
Central,Elements,Glendale,4.65,3.24,734,3413.1,2378.16,1034.94,2016-Q2,2016
East coast,Elements,Strickland,6.89,4.28,70,482.3,299.6,182.7,2016-Q2,2016
Central,Jeffrey Alexander,Tuscany,9.45,6.1,334,3156.3,2037.4,1118.9,2016-Q2,2016
Northwest,Jeffrey Alexander,Delgado,167.5,107.62,617,103347.5,66401.54,36945.96,2016-Q2,2016
Central,Elements,Tempo,2.43,1.64,517,1256.31,847.88,408.43,2016-Q2,2016
East coast,Jeffrey Alexander,Hayworth,13.83,8.95,77,1064.91,689.15,375.76,2016-Q2,2016
West,Jeffrey Alexander,Zane,57.99,36.82,496,28763.04,18262.72,10500.32,2016-Q2,2016
Central,Elements,Geneva,5.2,3.19,36,187.2,114.84,72.36,2016-Q2,2016
Central,Jeffrey Alexander,Marlo,13.99,8.1,722,10100.78,5848.2,4252.58,2016-Q2,2016
East coast,Elements,Asher,9.98,6.12,988,9860.24,6046.56,3813.68,2016-Q2,2016
West,Jeffrey Alexander,West,38.95,24.55,917,35717.15,22512.35,13204.8,2016-Q2,2016
Midwest,Jeffrey Alexander,Annadale,17.89,10.55,405,7245.45,4272.75,2972.7,2016-Q2,2016
West,Elements,Watervale,5.39,3.35,361,1945.79,1209.35,736.44,2016-Q2,2016
Central,Elements,Cypress,3.19,1.96,123,392.37,241.08,151.29,2016-Q2,2016
West,Elements,Edgefield,6.65,4.4,240,1596,1056,540,2016-Q2,2016
West,Elements,Lindos,4.15,2.62,205,850.75,537.1,313.65,2016-Q2,2016
West,Jeffrey Alexander,Katharine,8.93,5.1,443,3955.99,2259.3,1696.69,2016-Q2,2016
Central,Elements,Sedona,8.45,5.85,723,6109.35,4229.55,1879.8,2016-Q2,2016
West,Elements,Luxe,3.11,2.05,676,2102.36,1385.8,716.56,2016-Q2,2016
Central,Elements,Florence,6.83,4.27,561,3831.63,2395.47,1436.16,2016-Q2,2016
Midwest,Jeffrey Alexander,Prestige,24.5,14.26,172,4214,2452.72,1761.28,2016-Q2,2016
Midwest,Jeffrey Alexander,Delgado,9.89,5.69,871,8614.19,4955.99,3658.2,2016-Q2,2016
East coast,Jeffrey Alexander,Belcastel,8.93,5.11,485,4331.05,2478.35,1852.7,2016-Q2,2016
Central,Elements,Zachary,4.15,2.6,465,1929.75,1209,720.75,2016-Q2,2016
Northeast,Elements,Capri,3.83,2.32,406,1554.98,941.92,613.06,2016-Q2,2016
Central,Elements,Aiden,1.1779,3.4,140,164.906,476,-311.094,2016-Q2,2016
South,Elements,Cypress,3.19,1.92,74,236.06,142.08,93.98,2016-Q2,2016
Northwest,Jeffrey Alexander,Lafayette,14.99,9.52,766,11482.34,7292.32,4190.02,2016-Q2,2016
Midwest,Elements,Edgefield,3.89,2.46,424,1649.36,1043.04,606.32,2016-Q2,2016
West,Jeffrey Alexander,Tiffany,29.25,17.4,242,7078.5,4210.8,2867.7,2016-Q2,2016
Northwest,Jeffrey Alexander,Belcastel,126,73.89,891,112266,65835.99,46430.01,2016-Q2,2016
International,Elements,Naples,7.25,4.91,238,1725.5,1168.58,556.92,2016-Q2,2016
Central,Jeffrey Alexander,Rhodes,126,74.54,488,61488,36375.52,25112.48,2016-Q2,2016
Central,Jeffrey Alexander,Delmar,32.59,17.96,49,1596.91,880.04,716.87,2016-Q2,2016
Central,Elements,Calloway,3.79,2.39,905,3429.95,2162.95,1267,2016-Q2,2016
South,Jeffrey Alexander,Callie,10.98,6.77,251,2755.98,1699.27,1056.71,2016-Q2,2016
Central,Elements,Arcadia,5.05,3.24,18,90.9,58.32,32.58,2016-Q2,2016
West,Jeffrey Alexander,Zurich,9.25,5.56,806,7455.5,4481.36,2974.14,2016-Q2,2016
West,Jeffrey Alexander,Odessa,13.31,7.65,705,9383.55,5393.25,3990.3,2016-Q2,2016
South,Jeffrey Alexander,Tiffany,14.49,8.76,443,6419.07,3880.68,2538.39,2016-Q2,2016
West,Elements,Gatsby,3.58,2.25,903,3232.74,2031.75,1200.99,2016-Q2,2016
East coast,Jeffrey Alexander,Valencia,8.65,5.25,186,1608.9,976.5,632.4,2016-Q2,2016
Northeast,Elements,Kenner,5.39,3.49,487,2624.93,1699.63,925.3,2016-Q2,2016
South,Jeffrey Alexander,Prestige,17.68,10.03,785,13878.8,7873.55,6005.25,2016-Q2,2016
Central,Jeffrey Alexander,Zane,12.75,7.31,393,5010.75,2872.83,2137.92,2016-Q2,2016
East coast,Jeffrey Alexander,Durham,126,72.15,904,113904,65223.6,48680.4,2016-Q2,2016
West,Elements,Cypress,2.5,1.59,563,1407.5,895.17,512.33,2016-Q2,2016
Central,Elements,Strickland,9.53,6,907,8643.71,5442,3201.71,2016-Q2,2016
South,Jeffrey Alexander,Zane,17.15,10.4,375,6431.25,3900,2531.25,2016-Q2,2016
Midwest,Elements,Naples,11.63,7.8,713,8292.19,5561.4,2730.79,2016-Q2,2016
West,Jeffrey Alexander,Milan,16.98,10.68,787,13363.26,8405.16,4958.1,2016-Q2,2016
East coast,Jeffrey Alexander,Lexa,9.31,5.46,827,7699.37,4515.42,3183.95,2016-Q2,2016
Northwest,Jeffrey Alexander,Royce,12.59,7.14,526,6622.34,3755.64,2866.7,2016-Q2,2016
West,Jeffrey Alexander,Glenmore,126,69.64,224,28224,15599.36,12624.64,2016-Q2,2016
Central,Elements,Slade,4.35,2.94,752,3271.2,2210.88,1060.32,2016-Q2,2016
International,Jeffrey Alexander,Annadale,9.68,6.24,204,1974.72,1272.96,701.76,2016-Q2,2016
South,Jeffrey Alexander,Bremen,10.71,6.49,889,9521.19,5769.61,3751.58,2016-Q2,2016
West,Jeffrey Alexander,Amsden,10.71,6.75,715,7657.65,4826.25,2831.4,2016-Q2,2016
East coast,Elements,Hadley,6.35,4.16,983,6242.05,4089.28,2152.77,2016-Q2,2016
East coast,Jeffrey Alexander,Delmar,15.85,9.84,421,6672.85,4142.64,2530.21,2016-Q2,2016
East coast,Jeffrey Alexander,Durham,6.61,4.16,297,1963.17,1235.52,727.65,2016-Q2,2016
Northeast,Jeffrey Alexander,Modena,9.75,5.51,724,7059,3989.24,3069.76,2016-Q2,2016
South,Jeffrey Alexander,Durham,6.61,4.26,140,925.4,596.4,329,2016-Q2,2016
Central,Elements,Drake,4.79,3.05,137,656.23,417.85,238.38,2016-Q2,2016
West,Elements,Madison,3.45,2.14,757,2611.65,1619.98,991.67,2016-Q2,2016
East coast,Elements,Capri,3.29,2.07,451,1483.79,933.57,550.22,2016-Q2,2016
South,Elements,Syracuse,6.95,4.67,226,1570.7,1055.42,515.28,2016-Q2,2016
Central,Elements,Drake,5.15,3.48,250,1287.5,870,417.5,2016-Q2,2016
Central,Elements,Seaver,3.89,2.37,988,3843.32,2341.56,1501.76,2016-Q2,2016
Central,Elements,Tempo,2.43,1.64,25,60.75,41,19.75,2016-Q2,2016
Central,Elements,Torino,1.78,1.13,185,329.3,209.05,120.25,2016-Q2,2016
East coast,Elements,Park,4.41,2.81,639,2817.99,1795.59,1022.4,2016-Q2,2016
Central,Elements,Asher,6.35,4.24,283,1797.05,1199.92,597.13,2016-Q2,2016
Northwest,Elements,Zachary,4.15,2.51,882,3660.3,2213.82,1446.48,2016-Q2,2016
South,Jeffrey Alexander,Maybeck,9.99,6.14,819,8181.81,5028.66,3153.15,2016-Q2,2016
Midwest,Jeffrey Alexander,Breighton,17.05,9.63,1220,20801,11748.6,9052.4,2016-Q2,2016
Northeast,Jeffrey Alexander,Mirada,16.19,8.99,786,12725.34,7066.14,5659.2,2016-Q2,2016
West,Jeffrey Alexander,Hayworth,18.68,12.04,296,5529.28,3563.84,1965.44,2016-Q2,2016
Central,Elements,Gatsby,3.23,2.09,530,1711.9,1107.7,604.2,2016-Q2,2016
Northeast,Jeffrey Alexander,Lafayette,16.65,10.02,749,12470.85,7504.98,4965.87,2016-Q2,2016
East coast,Jeffrey Alexander,Tiffany,10.71,6.75,908,9724.68,6129,3595.68,2016-Q2,2016
West,Jeffrey Alexander,Valencia,9.68,6.19,198,1916.64,1225.62,691.02,2016-Q2,2016
Northeast,Elements,Aiden,1.4229,4.42,712,1013.1048,3147.04,-2133.9352,2016-Q2,2016
Central,Elements,Torino,2.85,1.74,417,1188.45,725.58,462.87,2016-Q2,2016
Central,Elements,Kingsport,3.05,2.11,365,1113.25,770.15,343.1,2016-Q2,2016
East coast,Jeffrey Alexander,Hayworth,7.75,4.52,208,1612,940.16,671.84,2016-Q2,2016
East coast,Jeffrey Alexander,Encada,11.83,6.77,444,5252.52,3005.88,2246.64,2016-Q2,2016
Midwest,Jeffrey Alexander,Duval,16.11,9.34,1309,21087.99,12226.06,8861.93,2016-Q2,2016
West,Jeffrey Alexander,Lafayette,16.65,9.39,701,11671.65,6582.39,5089.26,2016-Q2,2016
East coast,Elements,Syracuse,6.95,4.57,759,5275.05,3468.63,1806.42,2016-Q2,2016
Central,Elements,Gatsby,3.23,2.18,950,3068.5,2071,997.5,2016-Q2,2016
West,Jeffrey Alexander,Chesapeake,8.45,5.29,291,2458.95,1539.39,919.56,2016-Q2,2016
Northeast,Jeffrey Alexander,Modena,7.81,4.84,83,648.23,401.72,246.51,2016-Q2,2016
West,Jeffrey Alexander,Lexa,15.85,9.25,365,5785.25,3376.25,2409,2016-Q2,2016
South,Jeffrey Alexander,Rhodes,5.25,2.98,467,2451.75,1391.66,1060.09,2016-Q2,2016
Midwest,Jeffrey Alexander,Chesapeake,10.6,6.46,935,9911,6040.1,3870.9,2016-Q2,2016
West,Elements,Sedona,4.15,2.74,717,2975.55,1964.58,1010.97,2016-Q2,2016
East coast,Jeffrey Alexander,Regency,11.39,6.51,465,5296.35,3027.15,2269.2,2016-Q2,2016
Northwest,Jeffrey Alexander,West,12.65,7.13,926,11713.9,6602.38,5111.52,2016-Q2,2016
Northeast,Jeffrey Alexander,Sutton,10.25,6.27,390,3997.5,2445.3,1552.2,2016-Q2,2016
Northwest,Elements,Geneva,4.55,2.74,166,755.3,454.84,300.46,2016-Q2,2016
West,Elements,Drake,6.1,3.91,794,4843.4,3104.54,1738.86,2016-Q2,2016
Midwest,Jeffrey Alexander,Duval,21.99,14.24,1058,23265.42,15065.92,8199.5,2016-Q2,2016
East coast,Elements,Sedona,6.75,4.34,626,4225.5,2716.84,1508.66,2016-Q2,2016
South,Elements,Glendale,4.65,3.15,249,1157.85,784.35,373.5,2016-Q2,2016
Northwest,Elements,Naples,16.99,11.16,26,441.74,290.16,151.58,2016-Q2,2016
West,Jeffrey Alexander,Maybeck,9.75,5.42,841,8199.75,4558.22,3641.53,2016-Q2,2016
West,Jeffrey Alexander,Tiffany,25.55,14.62,660,16863,9649.2,7213.8,2016-Q2,2016
East coast,Jeffrey Alexander,Cordova,5.05,3.13,371,1873.55,1161.23,712.32,2016-Q2,2016
Northeast,Jeffrey Alexander,Regency,7.13,4.49,545,3885.85,2447.05,1438.8,2016-Q2,2016
Midwest,Elements,Brenton,8.05,5.26,1185,9539.25,6233.1,3306.15,2016-Q2,2016
Central,Elements,Strickland,9.53,6,399,3802.47,2394,1408.47,2016-Q2,2016
Central,Elements,Asher,7.58,4.64,348,2637.84,1614.72,1023.12,2016-Q2,2016
Northeast,Jeffrey Alexander,Padua,11.95,6.65,804,9607.8,5346.6,4261.2,2016-Q2,2016
South,Elements,Capri,4.91,3.34,83,407.53,277.22,130.31,2016-Q2,2016
South,Elements,Lindos,12.98,8.2,497,6451.06,4075.4,2375.66,2016-Q2,2016
East coast,Elements,Gatsby,3.23,2.06,922,2978.06,1899.32,1078.74,2016-Q2,2016
South,Elements,Vienna,3.19,2.03,309,985.71,627.27,358.44,2016-Q2,2016
Midwest,Jeffrey Alexander,Solana,16.28,9.05,706,11493.68,6389.3,5104.38,2016-Q2,2016
Midwest,Jeffrey Alexander,Bremen,15.99,9.14,801,12807.99,7321.14,5486.85,2016-Q2,2016
Northwest,Jeffrey Alexander,Belcastel,160,102.46,231,36960,23668.26,13291.74,2016-Q2,2016
East coast,Jeffrey Alexander,Regency,7.13,4.32,930,6630.9,4017.6,2613.3,2016-Q2,2016
Northeast,Elements,Asher,6.95,4.33,609,4232.55,2636.97,1595.58,2016-Q2,2016
East coast,Elements,Tempo,1.75,1.17,271,474.25,317.07,157.18,2016-Q2,2016
South,Jeffrey Alexander,Hudson,126,76.62,279,35154,21376.98,13777.02,2016-Q2,2016
Central,Elements,Torino,2.85,1.74,539,1536.15,937.86,598.29,2016-Q2,2016
Central,Elements,Stanton,10.25,6.48,679,6959.75,4399.92,2559.83,2016-Q2,2016
International,Jeffrey Alexander,Venezia,14.99,9.08,812,12171.88,7372.96,4798.92,2016-Q2,2016
South,Jeffrey Alexander,Delgado,9.89,5.89,147,1453.83,865.83,588,2016-Q2,2016
Northwest,Elements,Gatsby,2.28,1.57,656,1495.68,1029.92,465.76,2016-Q2,2016
Central,Elements,Park,7.27,4.62,832,6048.64,3843.84,2204.8,2016-Q2,2016
East coast,Jeffrey Alexander,Royce,12.59,7.93,496,6244.64,3933.28,2311.36,2016-Q2,2016
East coast,Jeffrey Alexander,Chesapeake,6.2,3.45,47,291.4,162.15,129.25,2016-Q2,2016
South,Jeffrey Alexander,Sutton,14.89,8.37,450,6700.5,3766.5,2934,2016-Q2,2016
Midwest,Jeffrey Alexander,Marlo,136.25,80.93,122,16622.5,9873.46,6749.04,2016-Q2,2016
Northwest,Elements,Verona,2.67,1.78,152,405.84,270.56,135.28,2016-Q2,2016
Central,Elements,Seaver,6.49,3.94,910,5905.9,3585.4,2320.5,2016-Q2,2016
South,Elements,Naples,9.53,5.73,106,1010.18,607.38,402.8,2016-Q2,2016
East coast,Jeffrey Alexander,Aberdeen,20.15,11.61,679,13681.85,7883.19,5798.66,2016-Q2,2016
East coast,Elements,Asher,7.58,5.23,742,5624.36,3880.66,1743.7,2016-Q2,2016
Central,Elements,Madison,3.45,2.07,222,765.9,459.54,306.36,2016-Q2,2016
East coast,Elements,Torino,2.67,1.62,405,1081.35,656.1,425.25,2016-Q2,2016
Central,Elements,Torino,2.75,1.8,468,1287,842.4,444.6,2016-Q2,2016
West,Jeffrey Alexander,Encada,12.78,7.04,645,8243.1,4540.8,3702.3,2016-Q2,2016
West,Elements,Luxe,3.11,2.05,883,2746.13,1810.15,935.98,2016-Q2,2016
Northwest,Jeffrey Alexander,Tiffany,18.1,10.31,481,8706.1,4959.11,3746.99,2016-Q2,2016
Central,Elements,Slade,7.55,5.17,217,1638.35,1121.89,516.46,2016-Q2,2016
Central,Elements,Slade,5.68,3.83,87,494.16,333.21,160.95,2016-Q2,2016
Central,Elements,Calloway,3.79,2.36,513,1944.27,1210.68,733.59,2016-Q2,2016
Midwest,Jeffrey Alexander,Belcastel,126,70.82,1156,145656,81867.92,63788.08,2016-Q2,2016
East coast,Jeffrey Alexander,Lille,14.79,8.39,468,6921.72,3926.52,2995.2,2016-Q2,2016
Central,Elements,Calloway,4.41,3.01,271,1195.11,815.71,379.4,2016-Q2,2016
Midwest,Jeffrey Alexander,Tiffany,25.55,14.1,398,10168.9,5611.8,4557.1,2016-Q2,2016
East coast,Jeffrey Alexander,Bremen,7.13,4.43,380,2709.4,1683.4,1026,2016-Q2,2016
South,Jeffrey Alexander,Leyton,19.5,11.93,769,14995.5,9174.17,5821.33,2016-Q2,2016
Northeast,Jeffrey Alexander,Rae,8.05,4.98,468,3767.4,2330.64,1436.76,2016-Q2,2016
Central,Elements,Lindos,4.15,2.52,747,3100.05,1882.44,1217.61,2016-Q2,2016
Northwest,Jeffrey Alexander,Escutcheons,1.78,1.03,200,356,206,150,2016-Q2,2016
West,Elements,Florence,6.83,4.29,801,5470.83,3436.29,2034.54,2016-Q2,2016
